phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
1.047197551196597631e+00,1.042453541269862338e+00,2.429366845514171758e-01,2.582347929075151094e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.064650843716540951e+00,1.041434456403070641e+00,2.420065267524163510e-01,2.577732639067981113e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.082104136236484271e+00,1.040300968921245905e+00,2.410878716252045362e-01,2.572332146727894231e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.099557428756427591e+00,1.039183650798453096e+00,2.400957787968250323e-01,2.566148097097172287e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.117010721276370910e+00,1.037987829534160467e+00,2.391612194786479628e-01,2.559182373897240792e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.134464013796314230e+00,1.036687928452299179e+00,2.382049418237942306e-01,2.551437098954862925e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.151917306316257550e+00,1.035333932236442323e+00,2.371761046361179348e-01,2.542914631555817651e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.169370598836200870e+00,1.033964698880059929e+00,2.362397753389668398e-01,2.533617567726233477e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.186823891356144189e+00,1.032501881840776736e+00,2.352485293411124834e-01,2.523548739441815458e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.204277183876087287e+00,1.030945926706834159e+00,2.342026685856882784e-01,2.512711213765197460e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.221730476396030607e+00,1.029376071061357312e+00,2.332502214582145295e-01,2.501108291911686710e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.239183768915973927e+00,1.027754347544477920e+00,2.322267240537389532e-01,2.488743508243679570e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.256637061435917246e+00,1.026031661427778241e+00,2.311836206270691529e-01,2.475620629194061340e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.274090353955860566e+00,1.024234478392946901e+00,2.302007654403143144e-01,2.461743652118915660e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.291543646475803886e+00,1.022458358725802041e+00,2.291477888704014643e-01,2.447116804079888241e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.308996938995747206e+00,1.020573616746802248e+00,2.281102318684018471e-01,2.431744540556585177e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.326450231515690525e+00,1.018577735105167914e+00,2.270997728716556696e-01,2.415631544089389959e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
