mu,gamma,chi_saturation,rho_cancellation,reserve_1_minus_chi,restoring_authority_kappa,max_real_eigenvalue,stability_margin
-1.0499999999999998,0.2,0.25922510081784605,1.0,0.7407748991821539,38.405489584764716,-0.5999999999999999,0.5999999999999999
-1.0,0.2,0.2689414213699951,1.0,0.7310585786300049,39.322386648296366,-0.5999999999999996,0.5999999999999996
-0.9499999999999997,0.2,0.278884821977137,1.0,0.7211151780228631,40.22161560958352,-0.5999999999999999,0.5999999999999999
-0.8999999999999999,0.2,0.28905049737499605,1.0,0.7109495026250039,41.10006146845269,-0.5999999999999999,0.5999999999999999
-0.8499999999999996,0.2,0.2994328575260271,1.0,0.7005671424739729,41.95456427196501,-0.6,0.6
-0.7999999999999998,0.2,0.3100255188723876,1.0,0.6899744811276124,42.78193930405889,-0.6000000000000003,0.6000000000000003
-0.75,0.2,0.320821300824607,1.0,0.679178699175393,43.5789987523628,-0.5999999999999999,0.5999999999999999
-0.6999999999999997,0.2,0.33181222783183395,1.0,0.668187772168166,44.342574658621814,-0.5999999999999999,0.5999999999999999
-0.6499999999999999,0.2,0.34298953732650117,1.0,0.6570104626734988,45.069542922210765,-0.6000000000000003,0.6000000000000003
-0.5999999999999996,0.2,0.35434369377420466,1.0,0.6456563062257954,45.75684809133147,-0.5999999999999998,0.5999999999999998
-0.5499999999999998,0.2,0.36586440898919936,1.0,0.6341355910108006,46.401528644836645,-0.6000000000000001,0.6000000000000001
-0.5,0.2,0.37754066879814535,1.0,0.6224593312018547,47.000742440318895,-0.6000000000000002,0.6000000000000002
-0.44999999999999973,0.2,0.3893607660507781,1.0,0.6106392339492219,47.55179198222587,-0.5999999999999998,0.5999999999999998
-0.3999999999999999,0.2,0.401312339887548,1.0,0.598687660112452,48.05214914830583,-0.5999999999999999,0.5999999999999999
-0.34999999999999964,0.2,0.41338242108267004,1.0,0.58661757891733,48.499479004500024,-0.6000000000000001,0.6000000000000001
-0.2999999999999998,0.2,0.4255574831883411,1.0,0.5744425168116589,48.891662338149175,-0.5999999999999996,0.5999999999999996
-0.25,0.2,0.43782349911420193,1.0,0.5621765008857981,49.22681654751967,-0.6000000000000001,0.6000000000000001
-0.19999999999999973,0.2,0.45016600268752216,1.0,0.5498339973124778,49.50331454237199,-0.5999999999999999,0.5999999999999999
-0.1499999999999999,0.2,0.46257015465625045,1.0,0.5374298453437496,49.719801335508606,-0.6,0.6
-0.09999999999999964,0.2,0.4750208125210601,1.0,0.5249791874789399,49.87520803857839,-0.5999999999999999,0.5999999999999999
-0.04999999999999982,0.2,0.48750260351578967,1.0,0.5124973964842103,49.96876301622329,-0.5999999999999999,0.5999999999999999
0.0,0.2,0.5,1.0,0.5,50.0,-0.5999999999999999,0.5999999999999999
0.04999999999999982,0.2,0.5124973964842103,1.0,0.48750260351578967,49.96876301622329,-0.5999999999999999,0.5999999999999999
0.10000000000000053,0.2,0.5249791874789401,1.0,0.4750208125210599,49.87520803857839,-0.5999999999999999,0.5999999999999999
0.15000000000000036,0.2,0.5374298453437497,1.0,0.4625701546562503,49.71980133550859,-0.5999999999999999,0.5999999999999999
0.20000000000000018,0.2,0.549833997312478,1.0,0.45016600268752205,49.50331454237199,-0.5999999999999999,0.5999999999999999
0.25,0.2,0.5621765008857981,1.0,0.43782349911420193,49.226816547519675,-0.5999999999999999,0.5999999999999999
0.2999999999999998,0.2,0.5744425168116589,1.0,0.4255574831883411,48.891662338149175,-0.5999999999999996,0.5999999999999996
0.35000000000000053,0.2,0.5866175789173301,1.0,0.41338242108266987,48.49947900450002,-0.5999999999999999,0.5999999999999999
0.40000000000000036,0.2,0.5986876601124521,1.0,0.4013123398875479,48.05214914830583,-0.5999999999999999,0.5999999999999999
0.4500000000000002,0.2,0.610639233949222,1.0,0.38936076605077796,47.551791982225865,-0.5999999999999999,0.5999999999999999
0.5,0.2,0.6224593312018546,1.0,0.3775406687981454,47.0007424403189,-0.5999999999999999,0.5999999999999999
0.5499999999999998,0.2,0.6341355910108007,1.0,0.36586440898919925,46.40152864483664,-0.5999999999999996,0.5999999999999996
0.6000000000000005,0.2,0.6456563062257956,1.0,0.3543436937742044,45.75684809133145,-0.5999999999999996,0.5999999999999996
0.6500000000000004,0.2,0.6570104626734988,1.0,0.34298953732650117,45.069542922210765,-0.6000000000000003,0.6000000000000003
0.7000000000000002,0.2,0.6681877721681662,1.0,0.33181222783183384,44.34257465862181,-0.6000000000000002,0.6000000000000002
0.75,0.2,0.679178699175393,1.0,0.320821300824607,43.5789987523628,-0.5999999999999999,0.5999999999999999
0.8000000000000007,0.2,0.6899744811276126,1.0,0.3100255188723874,42.781939304058874,-0.5999999999999999,0.5999999999999999
0.8500000000000005,0.2,0.7005671424739731,1.0,0.2994328575260269,41.95456427196499,-0.5999999999999999,0.5999999999999999
0.9000000000000004,0.2,0.710949502625004,1.0,0.289050497374996,41.10006146845269,-0.5999999999999999,0.5999999999999999
0.9500000000000002,0.2,0.721115178022863,1.0,0.27888482197713704,40.22161560958351,-0.5999999999999999,0.5999999999999999
1.0,0.2,0.7310585786300049,1.0,0.2689414213699951,39.32238664829637,-0.5999999999999996,0.5999999999999996
1.0500000000000007,0.2,0.7407748991821541,1.0,0.2592251008178459,38.4054895847647,-0.5999999999999999,0.5999999999999999
1.1000000000000005,0.2,0.7502601055951178,1.0,0.2497398944048822,37.47397590950411,-0.5999999999999998,0.5999999999999998
1.1500000000000004,0.2,0.7595109169491113,1.0,0.24048908305088867,36.5308167968463,-0.5999999999999996,0.5999999999999996
1.2000000000000002,0.2,0.7685247834990178,1.0,0.23147521650098224,35.578888129361125,-0.5999999999999998,0.5999999999999998
1.25,0.2,0.7772998611746911,1.0,0.22270013882530892,34.620957398499414,-0.5999999999999998,0.5999999999999998
1.3000000000000007,0.2,0.7858349830425585,1.0,0.2141650169574415,33.659672493812046,-0.5999999999999996,0.5999999999999996
1.3500000000000005,0.2,0.7941296281990529,1.0,0.20587037180094714,32.69755236309739,-0.5999999999999994,0.5999999999999994
1.4000000000000004,0.2,0.8021838885585818,1.0,0.1978161114414182,31.736979499122924,-0.6000000000000001,0.6000000000000001
1.4500000000000002,0.2,0.8099984339846871,1.0,0.19000156601531293,30.780194185408323,-0.5999999999999999,0.5999999999999999
