s,x,y,kappa
2.321428571428571508e-02,2.271369827238952158e-02,4.057179325572312333e-03,2.033075444161064027e+01
2.339285714285714232e-02,2.287924865537471417e-02,4.124118021668158988e-03,2.039126602184523662e+01
2.357142857142857303e-02,2.304455426267924822e-02,4.191658934671792236e-03,2.045166036537144549e+01
2.375000000000000028e-02,2.320961191032120188e-02,4.259803573938539430e-03,2.051193138465344035e+01
2.392857142857142752e-02,2.337441867495414910e-02,4.328552746684646672e-03,2.057207306622381893e+01
2.410714285714285823e-02,2.353897183127992218e-02,4.397906740753416976e-03,2.063207946225949385e+01
2.428571428571428548e-02,2.370326839193297175e-02,4.467866424961094117e-03,2.069194444813374290e+01
2.446428571428571272e-02,2.386730535866980404e-02,4.538432638042716114e-03,2.075166184853661377e+01
2.464285714285714343e-02,2.403107972268127973e-02,4.609606188488027737e-03,2.081122543889534171e+01
2.482142857142857068e-02,2.419458846490757722e-02,4.681387854381272723e-03,2.087062894683433356e+01
2.500000000000000139e-02,2.435782855635585872e-02,4.753778383245005346e-03,2.092986605367444497e+01
2.517857142857142863e-02,2.452079695842053139e-02,4.826778491887920471e-03,2.098893039597087906e+01
